No.,Title,Artist,Year,all_artists,artist_list,primary_artist,other_artists,primary_artist_count,one_hit
56,"""Never Make a Promise""",dru hill,1997,dru hill,,dru hill,NA,5,0
56,"""We're Not Making Love No More""",dru hill,1998,dru hill,,dru hill,NA,5,0
56,"""Please Remember Me""",tim mcgraw,1999,tim mcgraw,,tim mcgraw,NA,10,0
56,"""I Wanna Love You Forever""",jessica simpson,2000,jessica simpson,,jessica simpson,NA,3,0
56,"""I Just Wanna Love U (Give It 2 Me)""",jay-z,2001,jay-z,,jay-z,NA,16,0
56,"""Can't Fight the Moonlight""",leann rimes,2002,leann rimes,,leann rimes,NA,5,0
56,"""Are You Happy Now?""",michelle branch,2003,michelle branch,,michelle branch,NA,2,0
56,"""Roses""",outkast,2004,outkast,,outkast,NA,7,0
56,"""Karma""",alicia keys,2005,alicia keys,,alicia keys,NA,12,0
56,"""Do It to It""",cherish featuring sean paul of the youngbloodz,2006,cherish featuring sean paul of the youngbloodz,,cherish,sean paul of the youngbloodz,1,1
56,"""A Bay Bay""",hurricane chris,2007,hurricane chris,,hurricane chris,NA,1,1
56,"""Sweetest Girl (Dollar Bill)""","wyclef jean featuring akon, lil wayne and niia",2008,"wyclef jean featuring akon, lil wayne and niia",,wyclef jean,"akon, lil wayne, niia",2,0
56,"""Right Now (Na Na Na)""",akon,2009,akon,,akon,NA,8,0
56,"""My Chick Bad""",ludacris featuring nicki minaj,2010,ludacris featuring nicki minaj,,ludacris,nicki minaj,14,0
56,"""Roll Up""",wiz khalifa,2011,wiz khalifa,,wiz khalifa,NA,5,0
56,"""Don't Wake Me Up""",chris brown,2012,chris brown,,chris brown,NA,24,0
56,"""I Need Your Love""",calvin harris featuring ellie goulding,2013,calvin harris featuring ellie goulding,,calvin harris,ellie goulding,10,0
56,"""Sing""",ed sheeran,2014,ed sheeran,,ed sheeran,NA,16,0
56,"""Love Me Harder""",ariana grande and the weeknd,2015,ariana grande and the weeknd,,ariana gr,"e, the weeknd",22,0
56,"""Hands to Myself""",selena gomez,2016,selena gomez,,selena gomez,NA,11,0
56,"""Rockstar""",post malone featuring 21 savage,2017,post malone featuring 21 savage,,post malone,21 savage,19,0
56,"""Gummo""",6ix9ine,2018,6ix9ine,,6ix9ine,NA,2,0
56,"""The Git Up""",blanco brown,2019,blanco brown,,blanco brown,NA,1,1
56,"""If the World Was Ending""",jp saxe featuring julia michaels,2020,jp saxe featuring julia michaels,,jp saxe,julia michaels,1,1
56,"""Bang!""",ajr,2021,ajr,,ajr,NA,1,1
56,"""Super Freaky Girl""",nicki minaj,2022,nicki minaj,,nicki minaj,NA,13,0
56,"""Everything I Love""",morgan wallen,2023,morgan wallen,,morgan wallen,NA,18,0
56,"""Made for Me""",muni long,2024,muni long,,muni long,NA,2,0
57,"""Express Yourself""",charles wright & the watts 103rd street rhythm band,1970,charles wright & the watts 103rd street rhythm band,,charles wright,"the watts 103rd street rhythm b,",2,0
57,"""Stay Awhile""",the bells,1971,the bells,,the bells,NA,1,1
57,"""Mother and Child Reunion""",paul simon,1972,paul simon,,paul simon,NA,5,0
57,"""Oh, Babe, What Would You Say?""",hurricane smith,1973,hurricane smith,,hurricane smith,NA,1,1
57,"""You and Me Against the World""",helen reddy,1974,helen reddy,,helen reddy,NA,7,0
57,"""Poetry Man""",phoebe snow,1975,phoebe snow,,phoebe snow,NA,1,1
57,"""Convoy""",c. w. mccall,1976,c. w. mccall,,c. w. mccall,NA,1,1
57,"""Heard It in a Love Song""",the marshall tucker band,1977,the marshall tucker band,,the marshall tucker b,NA,1,1
57,"""(Every Time I Turn Around) Back in Love Again""",l.t.d.,1978,l.t.d.,,l.t.d.,NA,1,1
57,"""Boogie Wonderland""","earth, wind & fire & the emotions",1979,"earth, wind & fire & the emotions",,earth,"wind, fire, the emotions",10,0
57,"""You're Only Lonely""",jd souther,1980,jd souther,,jd souther,NA,1,1
57,"""De Do Do Do, De Da Da Da""",the police,1981,the police,,the police,NA,5,0
57,"""Wasted on the Way""","crosby, stills & nash",1982,"crosby, stills & nash",,crosby,"stills, nash",3,0
57,"""Affair of the Heart""",rick springfield,1983,rick springfield,,rick springfield,NA,5,0
57,"""Love Is a Battlefield""",pat benatar,1984,pat benatar,,pat benatar,NA,5,0
57,"""We Don't Need Another Hero (Thunderdome)""",tina turner,1985,tina turner,,tina turner,NA,6,0
57,"""Talk to Me""",stevie nicks,1986,stevie nicks,,stevie nicks,NA,5,0
57,"""Don't Disturb This Groove""",the system,1987,the system,,the system,NA,1,1
57,"""I Get Weak""",belinda carlisle,1988,belinda carlisle,,belinda carlisle,NA,3,0
57,"""Soldier of Love""",donny osmond,1989,donny osmond,,donny osmond,NA,5,0
57,"""Just Between You and Me""",lou gramm,1990,lou gramm,,lou gramm,NA,2,0
57,"""Play That Funky Music""",vanilla ice,1991,vanilla ice,,vanilla ice,NA,2,0
57,"""Mysterious Ways""",u2,1992,u2,,u2,NA,7,0
57,"""Bed of Roses""",bon jovi,1993,bon jovi,,bon jovi,NA,12,0
57,"""I Miss You""",aaron hall,1994,aaron hall,,aaron hall,NA,1,1
57,"""Freek'n You""",jodeci,1995,jodeci,,jodeci,NA,4,0
57,"""Woo Hah!! Got You All in Check"" / ""Everything Remains Raw""",busta rhymes,1996,busta rhymes,,busta rhymes,NA,7,0
57,"""When You Love a Woman""",journey,1997,journey,,journey,NA,6,0
57,"""Semi-Charmed Life""",third eye blind,1998,third eye blind,,third eye blind,NA,5,0
57,"""From This Moment On""",shania twain,1999,shania twain,,shania twain,NA,5,0
57,"""Give Me Just One Night (Una Noche)""",98 degrees,2000,98 degrees,,98 degrees,NA,6,0
57,"""One Minute Man""",missy elliott featuring ludacris,2001,missy elliott featuring ludacris,,missy elliott,ludacris,8,0
57,"""Escape""",enrique iglesias,2002,enrique iglesias,,enrique iglesias,NA,8,0
57,"""Forever and for Always""",shania twain,2003,shania twain,,shania twain,NA,5,0
57,"""Walked Outta Heaven""",jagged edge,2004,jagged edge,,jagged edge,NA,5,0
57,"""Speed of Sound""",coldplay,2005,coldplay,,coldplay,NA,8,0
57,"""Black Horse and the Cherry Tree""",kt tunstall,2006,kt tunstall,,kt tunstall,NA,1,1
57,"""Because of You""",ne-yo,2007,ne-yo,,ne-yo,NA,11,0
57,"""Miss Independent""",ne-yo,2008,ne-yo,,ne-yo,NA,11,0
57,"""Battlefield""",jordin sparks,2009,jordin sparks,,jordin sparks,NA,4,0
57,"""You Belong with Me""",taylor swift,2010,taylor swift,,taylor swift,NA,36,0
57,"""Sexy and I Know It""",lmfao,2011,lmfao,,lmfao,NA,4,0
57,"""Dance (A$$)""",big sean featuring nicki minaj,2012,big sean featuring nicki minaj,,big sean,nicki minaj,5,0
57,"""Die Young""",kesha,2013,kesha,,kesha,NA,9,0
57,"""Radioactive""",imagine dragons,2014,imagine dragons,,imagine dragons,NA,13,0
57,"""Wildest Dreams""",taylor swift,2015,taylor swift,,taylor swift,NA,36,0
57,"""2 Phones""",kevin gates,2016,kevin gates,,kevin gates,NA,2,0
57,"""In Case You Didn't Know""",brett young,2017,brett young,,brett young,NA,2,0
57,"""Plug Walk""",rich the kid,2018,rich the kid,,rich the kid,NA,1,1
57,"""Taki Taki""","dj snake featuring selena gomez, ozuna and cardi b",2019,"dj snake featuring selena gomez, ozuna and cardi b",,dj snake,"selena gomez, ozuna, cardi b",6,0
57,"""We Paid""",lil baby and 42 dugg,2020,lil baby and 42 dugg,,lil baby,42 dugg,11,0
57,"""Better Together""",luke combs,2021,luke combs,,luke combs,NA,17,0
57,"""Hrs and Hrs""",muni long,2022,muni long,,muni long,NA,2,0
57,"""Chemical""",post malone,2023,post malone,,post malone,NA,19,0
57,"""Vampire""",olivia rodrigo,2024,olivia rodrigo,,olivia rodrigo,NA,7,0
58,"""Still Water (Love)""",the four tops,1970,the four tops,,the four tops,NA,2,0
58,"""Sweet City Woman""",the stampeders,1971,the stampeders,,the stampeders,NA,1,1
58,"""Where Is the Love""",roberta flack & donny hathaway,1972,roberta flack & donny hathaway,,roberta flack,donny hathaway,6,0
58,"""I Believe in You (You Believe in Me)""",johnnie taylor,1973,johnnie taylor,,johnnie taylor,NA,2,0
58,"""Rock and Roll Heaven""",the righteous brothers,1974,the righteous brothers,,the righteous brothers,NA,1,1
58,"""How Long?""",ace,1975,ace,,ace,NA,1,1
58,"""Welcome Back""",john sebastian,1976,john sebastian,,john sebastian,NA,1,1
58,"""Carry On Wayward Son""",kansas,1977,kansas,,kansas,NA,2,0
58,"""This Time I'm in It for Love""",player,1978,player,,player,NA,2,0
58,"""(Our Love) Don't Throw It All Away""",andy gibb,1979,andy gibb,,,y gibb,12,0
58,"""Desire""",andy gibb,1980,andy gibb,,,y gibb,12,0
58,"""This Little Girl""",gary u.s. bonds,1981,gary u.s. bonds,,gary u.s. bonds,NA,1,1
58,"""Think I'm in Love""",eddie money,1982,eddie money,,eddie money,NA,4,0
58,"""She's a Beauty""",the tubes,1983,the tubes,,the tubes,NA,1,1
58,"""Infatuation""",rod stewart,1984,rod stewart,,rod stewart,NA,14,0
58,"""Material Girl""",madonna,1985,madonna,,madonna,NA,36,0
58,"""Nasty""",janet jackson,1986,janet jackson,,janet jackson,NA,24,0
58,"""La Isla Bonita""",madonna,1987,madonna,,madonna,NA,36,0
58,"""Sign Your Name""",terence trent d'arby,1988,terence trent d'arby,,terence trent d'arby,NA,2,0
58,"""Sowing the Seeds of Love""",tears for fears,1989,tears for fears,,tears for fears,NA,5,0
58,"""Something Happened on the Way to Heaven""",phil collins,1990,phil collins,,phil collins,NA,14,0
58,"""Temptation""",corina,1991,corina,,corina,NA,1,1
58,"""Too Funky""",george michael,1992,george michael,,george michael,NA,12,0
58,"""Real Love""",mary j. blige,1993,mary j. blige,,mary j. blige,NA,9,0
58,"""Understanding""",xscape,1994,xscape,,xscape,NA,4,0
58,"""I Wish""",skee-lo,1995,skee-lo,,skee-lo,NA,1,1
58,"""Tell Me""",groove theory,1996,groove theory,,groove theory,NA,2,0
58,"""Up Jumps da Boogie""",magoo and timbaland,1997,magoo and timbaland,,magoo,"timbal,",1,1
58,"""I Do""",lisa loeb,1998,lisa loeb,,lisa loeb,NA,2,0
58,"""Love Like This""",faith evans,1999,faith evans,,faith evans,NA,5,0
58,"""Take a Picture""",filter,2000,filter,,filter,NA,1,1
58,"""Danger (Been So Long)""",mystikal featuring nivea,2001,mystikal featuring nivea,,mystikal,nivea,2,0
58,"""More Than A Woman""",aaliyah,2002,aaliyah,,aaliyah,NA,11,0
58,"""I Can""",nas,2003,nas,,nas,NA,1,1
58,"""Lose My Breath""",destiny's child,2004,destiny's child,,destiny's child,NA,12,0
58,"""I Don't Want to Be""",gavin degraw,2005,gavin degraw,,gavin degraw,NA,4,0
58,"""There It Go (The Whistle Song)""",juelz santana,2006,juelz santana,,juelz santana,NA,1,1
58,"""I Tried""",bone thugs-n-harmony featuring akon,2007,bone thugs-n-harmony featuring akon,,bone thugs-n-harmony,akon,4,0
58,"""Fall for You""",secondhand serenade,2008,secondhand serenade,,secondh,serenade,1,1
58,"""Sugar""",flo rida featuring wynter,2009,flo rida featuring wynter,,flo rida,wynter,11,0
58,"""Meet Me Halfway""",the black eyed peas,2010,the black eyed peas,,the black eyed peas,NA,15,0
58,"""Rocketeer""",far east movement featuring ryan tedder,2011,far east movement featuring ryan tedder,,far east movement,ryan tedder,3,0
58,"""Springsteen""",eric church,2012,eric church,,eric church,NA,2,0
58,"""Some Nights""",fun,2013,fun,,fun,NA,4,0
58,"""My Hitta""",yg featuring jeezy and rich homie quan,2014,yg featuring jeezy and rich homie quan,,yg,"jeezy, rich homie quan",2,0
58,"""Stay with Me""",sam smith,2015,sam smith,,sam smith,NA,10,0
58,"""Starboy""",the weeknd featuring daft punk,2016,the weeknd featuring daft punk,,the weeknd,daft punk,18,0
58,"""Heathens""",twenty one pilots,2017,twenty one pilots,,twenty one pilots,NA,4,0
58,"""Wait""",maroon 5,2018,maroon 5,,maroon 5,NA,25,0
58,"""Close to Me""",ellie goulding and diplo featuring swae lee,2019,ellie goulding and diplo featuring swae lee,,ellie goulding,"diplo, swae lee",5,0
58,"""Yummy""",justin bieber,2020,justin bieber,,justin bieber,NA,16,0
58,"""You're Mines Still""",yung bleu featuring drake,2021,yung bleu featuring drake,,yung bleu,drake,1,1
58,"""Sand in My Boots""",morgan wallen,2022,morgan wallen,,morgan wallen,NA,18,0
58,"""Heart Like a Truck""",lainey wilson,2023,lainey wilson,,lainey wilson,NA,3,0
58,"""Whatever She Wants""",bryson tiller,2024,bryson tiller,,bryson tiller,NA,3,0
59,"""Make Me Smile""",chicago,1970,chicago,,chicago,NA,15,0
59,"""Me and You and a Dog Named Boo""",lobo,1971,lobo,,lobo,NA,2,0
59,"""I'm Still in Love with You""",al green,1972,al green,,al green,NA,6,0
59,"""Sing""",the carpenters,1973,the carpenters,,the carpenters,NA,11,0
59,"""Hollywood Swinging""",kool & the gang,1974,kool & the gang,,kool,the gang,13,0
59,"""Express""",b.t. express,1975,b.t. express,,b.t. express,NA,2,0
59,"""Sing a Song""","earth, wind & fire",1976,"earth, wind & fire",,earth,"wind, fire",10,0
59,"""New Kid in Town""",eagles,1977,eagles,,eagles,NA,8,0
59,"""You Belong to Me""",carly simon,1978,carly simon,,carly simon,NA,6,0
59,"""What You Won't Do for Love""",bobby caldwell,1979,bobby caldwell,,bobby caldwell,NA,1,1
59,"""Let My Love Open the Door""",pete townshend,1980,pete townshend,,pete townshend,NA,1,1
59,"""Stop Draggin' My Heart Around""",stevie nicks & tom petty,1981,stevie nicks & tom petty,,stevie nicks,tom petty,5,0
59,"""Love Is in Control (Finger on the Trigger)""",donna summer,1982,donna summer,,donna summer,NA,11,0
59,"""Solitaire""",laura branigan,1983,laura branigan,,laura branigan,NA,5,0
59,"""Almost Paradise""",mike reno and ann wilson,1984,mike reno and ann wilson,,mike reno,ann wilson,1,1
59,"""Better Be Good to Me""",tina turner,1985,tina turner,,tina turner,NA,6,0
59,"""Take Me Home Tonight""",eddie money,1986,eddie money,,eddie money,NA,4,0
59,"""Bad""",michael jackson,1987,michael jackson,,michael jackson,NA,26,0
59,"""I Want to Be Your Man""",roger,1988,roger,,roger,NA,1,1
59,"""Cherish""",madonna,1989,madonna,,madonna,NA,36,0
59,"""Black Cat""",janet jackson,1990,janet jackson,,janet jackson,NA,24,0
59,"""Can't Stop This Thing We Started""",bryan adams,1991,bryan adams,,bryan adams,NA,12,0
59,"""How Do You Talk to an Angel""",the heights,1992,the heights,,the heights,NA,2,0
59,"""Here We Go Again!""",portrait,1993,portrait,,portrait,NA,1,1
59,"""This D.J.""",warren g,1994,warren g,,warren g,NA,3,0
59,"""Believe""",elton john,1995,elton john,,elton john,NA,28,0
59,"""Elevators (Me & You)""",outkast,1996,outkast,,outkast,NA,7,0
59,"""I Don't Want To"" / ""I Love Me Some Him""",toni braxton,1997,toni braxton,,toni braxton,NA,9,0
59,"""Lookin' at Me""",mase featuring puff daddy,1998,mase featuring puff daddy,,mase,puff daddy,3,0
59,"""You""",jesse powell,1999,jesse powell,,jesse powell,NA,1,1
59,"""Otherside""",red hot chili peppers,2000,red hot chili peppers,,red hot chili peppers,NA,5,0
59,"""Only Time""",enya,2001,enya,,enya,NA,1,1
59,"""Hella Good""",no doubt,2002,no doubt,,no doubt,NA,6,0
59,"""Underneath It All""",no doubt featuring lady saw,2003,no doubt featuring lady saw,,no doubt,lady saw,6,0
59,"""My Band""",d12,2004,d12,,d12,NA,1,1
59,"""Mockingbird""",eminem,2005,eminem,,eminem,NA,18,0
59,"""Shoulder Lean""",young dro featuring t.i.,2006,young dro featuring t.i.,,young dro,t.i.,1,1
59,"""Welcome To The Black Parade""",my chemical romance,2007,my chemical romance,,my chemical romance,NA,1,1
59,"""In the Ayer""",flo rida featuring will.i.am,2008,flo rida featuring will.i.am,,flo rida,will.i.am,11,0
59,"""Miss Independent""",ne-yo,2009,ne-yo,,ne-yo,NA,11,0
59,"""Take It Off""",kesha,2010,kesha,,kesha,NA,9,0
59,"""All of the Lights""",kanye west,2011,kanye west,,kanye west,NA,13,0
59,"""Brokenhearted""",karmin,2012,karmin,,karmin,NA,1,1
59,"""Bad""",wale featuring tiara thomas or rihanna,2013,wale featuring tiara thomas or rihanna,,wale,tiara thomas or rihanna,1,1
59,"""Cool Kids""",echosmith,2014,echosmith,,echosmith,NA,1,1
59,"""You Know You Like It""",dj snake and alunageorge,2015,dj snake and alunageorge,,dj snake,alunageorge,6,0
59,"""For Free""",dj khaled featuring drake,2016,dj khaled featuring drake,,dj khaled,drake,8,0
59,"""Now or Never""",halsey,2017,halsey,,halsey,NA,4,0
59,"""Be Careful""",cardi b,2018,cardi b,,cardi b,NA,10,0
59,"""Envy Me""",calboy,2019,calboy,,calboy,NA,1,1
59,"""One Man Band""",old dominion,2020,old dominion,,old dominion,NA,2,0
59,"""Every Chance I Get""",dj khaled featuring lil baby and lil durk,2021,dj khaled featuring lil baby and lil durk,,dj khaled,"lil baby, lil durk",8,0
59,"""Mamiii""",becky g and karol g,2022,becky g and karol g,,becky g,karol g,2,0
59,"""Going, Going, Gone""",luke combs,2023,luke combs,,luke combs,NA,17,0
59,"""Rockin' Around the Christmas Tree""",brenda lee,2024,brenda lee,,brenda lee,NA,4,0
60,"""The House of the Rising Sun""",frijid pink,1970,frijid pink,,frijid pink,NA,1,1
60,"""Another Day""/""Oh Woman, Oh Why""",paul mccartney,1971,paul mccartney,,paul mccartney,NA,13,0
60,"""Layla""",derek and the dominos,1972,derek and the dominos,,derek,the dominos,1,1
60,"""Ain't No Woman (Like the One I've Got)""",the four tops,1973,the four tops,,the four tops,NA,2,0
60,"""Be Thankful for What You Got""",william devaughn,1974,william devaughn,,william devaughn,NA,1,1
60,"""That's the Way of the World""","earth, wind & fire",1975,"earth, wind & fire",,earth,"wind, fire",10,0
60,"""Heaven Must Be Missing an Angel""",tavares,1976,tavares,,tavares,NA,2,0
60,"""My Heart Belongs to Me""",barbra streisand,1977,barbra streisand,,barbra streis,NA,10,0
60,"""Here You Come Again""",dolly parton,1978,dolly parton,,dolly parton,NA,2,0
60,"""New York Groove""",ace frehley,1979,ace frehley,,ace frehley,NA,1,1
60,"""Romeo's Tune""",steve forbert,1980,steve forbert,,steve forbert,NA,1,1
60,"""Giving It Up for Your Love""",delbert mcclinton,1981,delbert mcclinton,,delbert mcclinton,NA,1,1
60,"""Personally""",karla bonoff,1982,karla bonoff,,karla bonoff,NA,1,1
60,"""Don't Let It End""",styx,1983,styx,,styx,NA,9,0
60,"""Legs""",zz top,1984,zz top,,zz top,NA,2,0
60,"""Head over Heels""",tears for fears,1985,tears for fears,,tears for fears,NA,5,0
60,"""We Don't Have to Take Our Clothes Off""",jermaine stewart,1986,jermaine stewart,,jermaine stewart,NA,1,1
60,"""Sign o' the Times""",prince,1987,prince,,prince,NA,15,0
60,"""Girlfriend""",pebbles,1988,pebbles,,pebbles,NA,3,0
60,"""When the Children Cry""",white lion,1989,white lion,,white lion,NA,2,0
60,"""Can't Stop""",after 7,1990,after 7,,after 7,NA,3,0
60,"""I Can't Wait Another Minute""",hi-five,1991,hi-five,,hi-five,NA,3,0
60,"""One""",u2,1992,u2,,u2,NA,7,0
60,"""Cryin'""",aerosmith,1993,aerosmith,,aerosmith,NA,12,0
60,"""Cry for You""",jodeci,1994,jodeci,,jodeci,NA,4,0
60,"""Carnival""",natalie merchant,1995,natalie merchant,,natalie merchant,NA,3,0
60,"""Hook""",blues traveler,1996,blues traveler,,blues traveler,NA,2,0
60,"""Everyday Is a Winding Road""",sheryl crow,1997,sheryl crow,,sheryl crow,NA,8,0
60,"""Looking Through Your Eyes""",leann rimes,1998,leann rimes,,leann rimes,NA,5,0
60,"""Trippin'""",total featuring missy elliott,1999,total featuring missy elliott,,total,missy elliott,5,0
60,"""Big Pimpin'""",jay-z featuring ugk,2000,jay-z featuring ugk,,jay-z,ugk,16,0
60,"""I Do!!""",toya,2001,toya,,toya,NA,2,0
60,"""I Love You""",faith evans,2002,faith evans,,faith evans,NA,5,0
60,"""If You're Not the One""",daniel bedingfield,2003,daniel bedingfield,,daniel bedingfield,NA,2,0
60,"""I'm Still in Love with You""",sean paul featuring sasha,2004,sean paul featuring sasha,,sean paul,sasha,8,0
60,"""La Tortura""",shakira featuring alejandro sanz,2005,shakira featuring alejandro sanz,,shakira,"alej, ro sanz",6,0
60,"""Unpredictable""",jamie foxx featuring ludacris,2006,jamie foxx featuring ludacris,,jamie foxx,ludacris,2,0
